telemetry_id,timestamp,vehicle_id,speed_kmh,accel_m_s2,event,lat,lon,heading_deg
T013511,2025-09-20T11:06:10,V004,78.98,0.162,normal,52.388696,4.922331,28.42
T013512,2025-09-20T11:06:20,V004,71.99,-0.08,normal,52.38863,4.922538,33.16
T013513,2025-09-20T11:06:30,V004,60.72,0.443,normal,52.38884,4.922756,27.24
T013514,2025-09-20T11:06:40,V004,60.97,-0.635,normal,52.38878,4.922888,29.86
T013515,2025-09-20T11:06:50,V004,49.35,0.179,normal,52.388916,4.923023,28.59
T013516,2025-09-20T11:07:00,V004,52.28,0.182,normal,52.389119,4.923024,29.74
T013517,2025-09-20T11:07:10,V004,57.68,-0.08,normal,52.389098,4.923134,27.31
T013518,2025-09-20T11:07:20,V004,48.33,0.259,normal,52.389222,4.923296,30.1
T013519,2025-09-20T11:07:30,V004,114.36,3.894,hard_accel,52.389258,4.923338,28.69
T013520,2025-09-20T11:07:40,V004,78.59,-0.037,normal,52.389148,4.923511,24.7
T013521,2025-09-20T11:07:50,V004,80.78,-0.2,normal,52.389216,4.92355,24.4
T013522,2025-09-20T11:08:00,V004,50.67,0.396,normal,52.389218,4.923614,23.68
T013523,2025-09-20T11:08:10,V004,61.62,0.271,normal,52.389336,4.923771,21.47
T013524,2025-09-20T11:08:20,V004,82.39,0.238,normal,52.389406,4.92367,21.45
T013525,2025-09-20T11:08:30,V004,43.61,0.346,normal,52.389625,4.923688,18.67
T013526,2025-09-20T11:08:40,V004,62.78,-0.915,normal,52.389683,4.924049,17.38
T013527,2025-09-20T11:08:50,V004,50.62,0.2,normal,52.389753,4.923934,19.61
T013528,2025-09-20T11:09:00,V004,61.19,0.66,normal,52.38986,4.924126,21.77
T013529,2025-09-20T11:09:10,V004,83.0,0.087,normal,52.390163,4.924118,21.87
T013530,2025-09-20T11:09:20,V004,71.38,-0.048,normal,52.390295,4.924076,21.37
T013531,2025-09-20T11:09:30,V004,59.41,0.004,normal,52.390308,4.924094,25.67
T013532,2025-09-20T11:09:40,V004,63.76,-0.075,normal,52.390344,4.923978,29.46
T013533,2025-09-20T11:09:50,V004,23.41,0.064,normal,52.390247,4.923956,29.49
T013534,2025-09-22T02:00:00,V005,31.26,-0.258,lane_change,52.370294,4.895305,2.2
T013535,2025-09-22T02:00:30,V005,69.41,0.077,normal,52.370271,4.895393,359.77
T013536,2025-09-22T02:01:00,V005,57.61,-1.016,normal,52.3704,4.895578,359.18
T013537,2025-09-22T02:01:30,V005,54.64,0.108,lane_change,52.370512,4.895517,354.66
T013538,2025-09-22T02:02:00,V005,55.44,-0.091,normal,52.370705,4.895622,356.9
T013539,2025-09-22T02:02:30,V005,76.86,0.342,normal,52.370871,4.895671,355.86
T013540,2025-09-22T02:03:00,V005,65.75,1.12,normal,52.37074,4.895674,353.7
T013541,2025-09-22T02:03:30,V005,63.24,0.02,normal,52.370698,4.895931,356.22
T013542,2025-09-22T02:04:00,V005,55.31,-0.155,normal,52.371025,4.895957,356.71
T013543,2025-09-22T02:04:30,V005,75.44,-0.023,normal,52.371039,4.896025,358.77
T013544,2025-09-22T02:05:00,V005,58.34,0.035,normal,52.371087,4.895874,356.55
T013545,2025-09-22T02:05:30,V005,81.26,0.009,normal,52.371131,4.896109,351.66
T013546,2025-09-22T02:06:00,V005,61.46,-0.006,normal,52.37115,4.896071,349.46
T013547,2025-09-22T02:06:30,V005,74.93,0.252,normal,52.371403,4.895953,348.98
T013548,2025-09-22T02:07:00,V005,49.65,0.464,normal,52.371471,4.896131,349.13
T013549,2025-09-22T02:07:30,V005,56.89,-0.045,normal,52.371424,4.896333,346.97
T013550,2025-09-22T02:08:00,V005,84.61,0.024,normal,52.371447,4.896484,345.15
T013551,2025-09-22T02:08:30,V005,79.08,0.395,normal,52.371599,4.896343,348.12
T013552,2025-09-22T02:09:00,V005,77.37,0.422,normal,52.371572,4.896462,347.38
T013553,2025-09-22T02:09:30,V005,62.24,0.485,normal,52.371693,4.896192,353.6
T013554,2025-09-22T02:10:00,V005,73.61,0.958,normal,52.371686,4.896113,352.58
T013555,2025-09-22T02:10:30,V005,84.01,1.226,normal,52.371722,4.89614,352.94
T013556,2025-09-22T02:11:00,V005,77.58,1.314,lane_change,52.371911,4.896337,354.87
T013557,2025-09-22T02:11:30,V005,59.4,-0.024,normal,52.372044,4.896443,353.63
T013558,2025-09-22T02:12:00,V005,78.65,0.282,normal,52.372158,4.896673,347.09
T013559,2025-09-22T02:12:30,V005,55.26,-0.057,normal,52.372115,4.896671,351.33
T013560,2025-09-22T02:13:00,V005,17.52,-2.626,hard_brake,52.372278,4.896601,350.89
T013561,2025-09-22T02:13:30,V005,53.2,0.466,normal,52.372236,4.896665,349.92
T013562,2025-09-22T02:14:00,V005,58.08,-0.159,normal,52.372272,4.896688,349.58
T013563,2025-09-22T02:14:30,V005,65.78,0.409,normal,52.372347,4.896779,352.2
T013564,2025-09-22T02:15:00,V005,65.15,-0.17,normal,52.372538,4.896919,353.47
T013565,2025-09-22T02:15:30,V005,49.38,-0.617,normal,52.372628,4.897113,350.03
T013566,2025-09-22T02:16:00,V005,45.95,-0.106,normal,52.372714,4.897209,350.05
T013567,2025-09-22T02:16:30,V005,62.33,0.383,normal,52.372697,4.897309,350.06
T013568,2025-09-22T02:17:00,V005,35.85,-0.236,normal,52.372869,4.897341,347.68
T013569,2025-09-22T02:17:30,V005,72.05,0.185,normal,52.372936,4.897445,344.04
T013570,2025-09-22T02:18:00,V005,59.04,-0.546,normal,52.372818,4.897742,341.31
T013571,2025-09-22T02:18:30,V005,44.09,-0.467,normal,52.37312,4.897764,339.7
T013572,2025-09-22T02:19:00,V005,59.68,0.561,normal,52.373092,4.897821,337.07
T013573,2025-09-22T02:19:30,V005,66.89,-0.305,normal,52.373005,4.89803,339.21
T013574,2025-09-22T02:20:00,V005,64.63,0.495,normal,52.373016,4.898335,343.94
T013575,2025-09-22T02:20:30,V005,76.56,-0.168,normal,52.373194,4.898286,344.41
T013576,2025-09-22T02:21:00,V005,66.85,-0.09,normal,52.373483,4.898242,343.63
T013577,2025-09-22T02:21:30,V005,63.39,0.463,normal,52.373557,4.898203,340.04
T013578,2025-09-22T02:22:00,V005,57.67,1.219,normal,52.373681,4.898039,338.19
T013579,2025-09-22T02:22:30,V005,32.03,-2.361,hard_brake,52.373691,4.89812,339.63
T013580,2025-09-22T02:23:00,V005,32.11,-1.648,hard_brake,52.373889,4.898396,342.99
T013581,2025-09-22T02:23:30,V005,75.45,-0.09,normal,52.373884,4.89858,340.12
T013582,2025-09-22T02:24:00,V005,52.83,-0.067,normal,52.374027,4.898644,343.4
T013583,2025-09-22T02:24:30,V005,91.14,1.611,normal,52.374314,4.898859,340.86
T013584,2025-09-22T02:25:00,V005,50.74,-0.033,normal,52.374477,4.899165,343.68
T013585,2025-09-22T02:25:30,V005,45.3,-2.776,hard_brake,52.374564,4.899241,340.47
T013586,2025-09-22T02:26:00,V005,79.87,0.381,normal,52.37456,4.899309,342.52
T013587,2025-09-22T02:26:30,V005,41.78,0.093,normal,52.374583,4.899297,340.43
T013588,2025-09-22T02:27:00,V005,74.67,0.299,normal,52.374463,4.89947,346.85
T013589,2025-09-22T02:27:30,V005,56.3,-0.142,normal,52.374556,4.899729,347.77
T013590,2025-09-22T02:28:00,V005,41.2,-0.047,normal,52.37464,4.899924,344.4
T013591,2025-09-22T02:28:30,V005,41.37,0.095,normal,52.374573,4.899873,344.24
T013592,2025-09-22T02:29:00,V005,71.48,-0.273,normal,52.374659,4.900041,345.47
T013593,2025-09-22T02:29:30,V005,76.32,0.879,normal,52.374695,4.900018,344.75
T013594,2025-09-22T02:30:00,V005,46.72,-2.723,lane_change,52.374624,4.899832,345.41
T013595,2025-09-22T02:30:30,V005,81.22,0.348,normal,52.374619,4.899908,341.76
T013596,2025-09-22T02:31:00,V005,39.35,0.543,normal,52.374559,4.900122,341.15
T013597,2025-09-22T02:31:30,V005,62.34,0.259,normal,52.374589,4.900117,336.49
T013598,2025-09-22T02:32:00,V005,68.06,-0.585,normal,52.374654,4.900117,335.68
T013599,2025-09-22T02:32:30,V005,67.91,0.521,normal,52.37462,4.900276,341.77
T013600,2025-09-22T02:33:00,V005,38.55,0.175,normal,52.37451,4.900356,342.48
T013601,2025-09-22T02:33:30,V005,67.59,0.123,normal,52.374635,4.900411,339.04
T013602,2025-09-22T02:34:00,V005,59.43,-0.458,normal,52.374587,4.900394,338.01
T013603,2025-09-22T02:34:30,V005,66.92,0.306,normal,52.374704,4.900569,336.63
T013604,2025-09-22T02:35:00,V005,45.79,-0.55,lane_change,52.374749,4.900608,341.86
T013605,2025-09-22T02:35:30,V005,77.37,-0.689,normal,52.374857,4.900625,338.58
T013606,2025-09-22T02:36:00,V005,66.29,0.041,normal,52.374885,4.900735,337.46
T013607,2025-09-22T02:36:30,V005,64.1,0.187,normal,52.375069,4.900655,334.28
T013608,2025-09-22T02:37:00,V005,71.51,-0.354,normal,52.375356,4.900702,338.07
T013609,2025-09-22T02:37:30,V005,71.2,-0.232,normal,52.375455,4.900807,332.66
T013610,2025-09-22T02:38:00,V005,70.58,0.567,normal,52.375314,4.900942,329.65
T013611,2025-09-22T02:38:30,V005,64.42,0.6,normal,52.375461,4.901054,330.32
T013612,2025-09-22T02:39:00,V005,62.34,0.24,normal,52.37545,4.900989,333.89
T013613,2025-09-22T02:39:30,V005,55.53,0.478,normal,52.375228,4.900858,336.93
T013614,2025-09-22T02:40:00,V005,52.22,0.466,normal,52.375253,4.900903,339.57
T013615,2025-09-22T02:40:30,V005,58.82,-0.547,normal,52.375431,4.90081,340.32
T013616,2025-09-22T02:41:00,V005,70.91,0.087,normal,52.375582,4.901128,340.67
T013617,2025-09-22T02:41:30,V005,71.63,-0.065,normal,52.375596,4.900987,344.55
T013618,2025-09-22T02:42:00,V005,32.06,0.151,normal,52.375829,4.90112,348.51
T013619,2025-09-22T02:42:30,V005,70.16,-0.976,normal,52.375799,4.901126,347.42
T013620,2025-09-22T02:43:00,V005,40.3,0.084,normal,52.376046,4.901393,346.43
T013621,2025-09-22T02:43:30,V005,56.89,0.361,normal,52.376044,4.901513,342.32
T013622,2025-09-22T02:44:00,V005,71.33,-0.323,normal,52.376056,4.901729,343.03
T013623,2025-09-22T02:44:30,V005,54.14,0.132,normal,52.375917,4.901709,343.82
T013624,2025-09-22T02:45:00,V005,55.02,0.663,normal,52.375931,4.901634,340.2
T013625,2025-09-22T02:45:30,V005,54.59,-0.737,normal,52.376026,4.901596,341.79
T013626,2025-09-22T02:46:00,V005,62.51,-0.167,normal,52.376057,4.901502,338.73
T013627,2025-09-22T02:46:30,V005,47.52,-0.008,normal,52.375947,4.90156,338.13
T013628,2025-09-22T02:47:00,V005,66.71,-0.809,normal,52.376021,4.901476,341.46
T013629,2025-09-22T02:47:30,V005,73.31,0.211,normal,52.376073,4.901529,345.47
T013630,2025-09-22T02:48:00,V005,82.38,-0.427,normal,52.376131,4.901548,342.29
T013631,2025-09-22T02:48:30,V005,55.32,-0.87,normal,52.376257,4.901798,340.46
T013632,2025-09-22T02:49:00,V005,77.12,0.038,normal,52.376308,4.901818,343.3
T013633,2025-09-22T02:49:30,V005,59.52,1.346,normal,52.376375,4.901933,345.04
T013634,2025-09-22T02:50:00,V005,56.11,-0.526,normal,52.376575,4.902063,347.07
T013635,2025-09-22T02:50:30,V005,62.06,0.365,normal,52.376561,4.902161,338.46
T013636,2025-09-22T02:51:00,V005,60.86,-0.182,normal,52.3767,4.902157,334.95
T013637,2025-09-22T02:51:30,V005,63.72,0.663,normal,52.376764,4.902239,336.52
T013638,2025-09-22T02:52:00,V005,40.96,-0.008,normal,52.376757,4.90245,341.08
T013639,2025-09-22T02:52:30,V005,61.55,-0.814,lane_change,52.376948,4.90261,339.22
T013640,2025-09-22T02:53:00,V005,52.78,0.833,normal,52.376931,4.90281,339.17
T013641,2025-09-22T02:53:30,V005,82.18,0.092,normal,52.377043,4.902793,335.83
T013642,2025-09-22T02:54:00,V005,50.67,-0.305,normal,52.376987,4.903018,340.55
T013643,2025-09-22T02:54:30,V005,52.5,0.496,normal,52.376916,4.903054,337.39
T013644,2025-09-22T02:55:00,V005,53.3,0.141,normal,52.377061,4.903255,340.0
T013645,2025-09-22T02:55:30,V005,57.08,0.083,normal,52.376898,4.90348,337.03
T013646,2025-09-22T02:56:00,V005,67.76,-0.988,normal,52.376812,4.903361,329.98
T013647,2025-09-22T02:56:30,V005,50.95,-0.697,normal,52.377006,4.903448,331.1
T013648,2025-09-22T02:57:00,V005,67.68,0.161,normal,52.377282,4.903383,330.82
T013649,2025-09-22T02:57:30,V005,48.17,-0.263,normal,52.377459,4.903421,332.58
T013650,2025-09-22T02:58:00,V005,70.74,0.617,normal,52.377393,4.903634,333.19
T013651,2025-09-22T02:58:30,V005,97.98,1.853,hard_accel,52.377496,4.903553,330.07
T013652,2025-09-22T02:59:00,V005,43.33,-0.256,normal,52.3774,4.903631,329.27
T013653,2025-09-22T02:59:30,V005,22.91,-2.188,hard_brake,52.377426,4.903752,332.71
T013654,2025-09-22T03:00:00,V005,69.8,0.037,normal,52.377411,4.904019,334.94
T013655,2025-09-22T03:00:30,V005,50.69,0.435,normal,52.377601,4.903909,336.62
T013656,2025-09-22T03:01:00,V005,66.12,0.571,normal,52.377641,4.904013,342.9
T013657,2025-09-22T03:01:30,V005,51.18,-0.053,normal,52.37746,4.904054,344.59
T013658,2025-09-22T03:02:00,V005,68.11,-0.214,normal,52.377561,4.904201,347.46
T013659,2025-09-22T03:02:30,V005,63.91,-0.304,normal,52.377575,4.904258,342.88
T013660,2025-09-22T03:03:00,V005,71.53,0.555,normal,52.377581,4.904364,345.85
T013661,2025-09-22T03:03:30,V005,63.57,0.399,normal,52.377772,4.90445,346.95
T013662,2025-09-22T03:04:00,V005,70.62,-0.493,normal,52.37783,4.904629,349.14
T013663,2025-09-22T03:04:30,V005,97.65,4.932,hard_accel,52.377742,4.904823,349.81
T013664,2025-09-22T03:05:00,V005,63.06,0.015,normal,52.37774,4.904827,352.34
T013665,2025-09-22T03:05:30,V005,84.13,-0.015,normal,52.377735,4.904711,353.09
T013666,2025-09-22T03:06:00,V005,55.67,0.456,normal,52.37777,4.904829,353.68
T013667,2025-09-22T03:06:30,V005,59.96,-0.158,normal,52.377741,4.904851,359.03
T013668,2025-09-22T03:07:00,V005,54.39,0.516,normal,52.377797,4.904857,0.06
T013669,2025-09-22T03:07:30,V005,56.2,-0.454,normal,52.377891,4.904993,5.01
T013670,2025-09-22T03:08:00,V005,57.17,-0.15,normal,52.377999,4.905428,6.73
T013671,2025-09-22T03:08:30,V005,62.73,-0.197,normal,52.378075,4.905411,10.99
T013672,2025-09-22T03:09:00,V005,58.03,-0.097,normal,52.378138,4.905422,11.31
T013673,2025-09-22T03:09:30,V005,67.93,0.506,normal,52.378231,4.905373,9.59
T013674,2025-09-22T03:10:00,V005,58.02,0.495,normal,52.378421,4.905391,7.93
T013675,2025-09-22T03:10:30,V005,68.55,0.568,lane_change,52.378299,4.905122,7.12
T013676,2025-09-22T03:11:00,V005,70.26,-0.524,normal,52.378296,4.905223,1.1
T013677,2025-09-22T03:11:30,V005,59.25,-0.407,normal,52.37837,4.905094,358.4
T013678,2025-09-22T03:12:00,V005,40.17,-0.55,normal,52.378401,4.905122,1.58
T013679,2025-09-22T03:12:30,V005,65.94,0.307,normal,52.378373,4.905213,4.32
T013680,2025-09-22T03:13:00,V005,64.94,0.395,lane_change,52.378216,4.905182,5.46
T013681,2025-09-22T03:13:30,V005,52.6,-0.187,normal,52.378359,4.905406,11.44
T013682,2025-09-22T03:14:00,V005,48.15,0.133,normal,52.378478,4.905454,9.45
T013683,2025-09-22T03:14:30,V005,57.02,-0.202,normal,52.378409,4.905428,10.86
T013684,2025-09-22T03:15:00,V005,57.11,-0.376,normal,52.378645,4.905494,13.05
T013685,2025-09-22T03:15:30,V005,60.47,0.026,normal,52.378711,4.905802,12.37
T013686,2025-09-22T03:16:00,V005,59.67,-0.479,normal,52.378698,4.905806,11.08
T013687,2025-09-22T03:16:30,V005,59.53,-1.059,normal,52.378621,4.905696,10.93
T013688,2025-09-22T03:17:00,V005,32.73,0.215,normal,52.378597,4.905776,9.62
T013689,2025-09-22T03:17:30,V005,72.15,-0.437,normal,52.37862,4.905873,16.27
T013690,2025-09-22T03:18:00,V005,47.42,-0.093,normal,52.378672,4.906011,15.99
T013691,2025-09-22T03:18:30,V005,54.05,-0.577,normal,52.378746,4.905814,17.56
T013692,2025-09-22T03:19:00,V005,45.43,0.439,normal,52.378828,4.906166,16.44
T013693,2025-09-22T03:19:30,V005,87.42,0.353,normal,52.378942,4.90615,22.34
T013694,2025-09-22T03:20:00,V005,63.68,0.361,normal,52.378948,4.906495,22.47
T013695,2025-09-22T03:20:30,V005,65.17,1.167,hard_accel,52.379043,4.906456,18.65
T013696,2025-09-22T03:21:00,V005,45.5,1.023,normal,52.379012,4.906339,16.13
T013697,2025-09-22T03:21:30,V005,65.61,0.134,normal,52.379081,4.906481,18.84
T013698,2025-09-22T03:22:00,V005,57.79,0.211,normal,52.379094,4.906466,19.41
T013699,2025-09-22T03:22:30,V005,60.77,-0.733,normal,52.37919,4.90661,22.36
T013700,2025-09-22T03:23:00,V005,72.31,0.056,normal,52.379171,4.906777,25.58
T013701,2025-09-22T03:23:30,V005,41.35,-0.007,normal,52.379113,4.90667,24.87
T013702,2025-09-22T03:24:00,V005,69.2,-0.724,normal,52.379145,4.906718,24.86
T013703,2025-09-22T03:24:30,V005,46.2,-0.33,normal,52.379156,4.906857,23.87
T013704,2025-09-22T03:25:00,V005,68.92,0.779,normal,52.379212,4.907082,25.32
T013705,2025-09-22T03:25:30,V005,65.4,-0.355,normal,52.379183,4.907051,21.17
T013706,2025-09-22T03:26:00,V005,31.89,-0.08,normal,52.379134,4.907052,20.82
T013707,2025-09-22T03:26:30,V005,60.77,-0.294,normal,52.379082,4.907154,19.6
T013708,2025-09-22T03:27:00,V005,48.74,0.25,normal,52.378989,4.907121,20.02
T013709,2025-09-22T03:27:30,V005,73.14,0.434,normal,52.379181,4.907138,19.12
T013710,2025-09-22T03:28:00,V005,62.87,0.428,normal,52.379201,4.907071,20.54
T013711,2025-09-22T03:28:30,V005,46.16,0.033,normal,52.379295,4.907073,24.31
T013712,2025-09-22T03:29:00,V005,53.89,0.567,normal,52.379539,4.907247,28.53
T013713,2025-09-22T03:29:30,V005,75.58,-0.421,normal,52.379427,4.907426,27.64
T013714,2025-09-22T03:30:00,V005,56.06,-0.102,normal,52.379442,4.907378,30.88
T013715,2025-09-22T03:30:30,V005,49.9,-0.147,normal,52.379642,4.907773,23.9
T013716,2025-09-22T03:31:00,V005,78.12,0.592,normal,52.379667,4.90795,25.68
T013717,2025-09-22T03:31:30,V005,63.12,-1.007,normal,52.379839,4.907973,21.76
T013718,2025-09-22T03:32:00,V005,58.93,-0.746,normal,52.379622,4.907962,24.98
T013719,2025-09-22T03:32:30,V005,49.36,-0.763,normal,52.379653,4.908068,28.86
T013720,2025-09-22T03:33:00,V005,46.88,-0.061,normal,52.379492,4.908128,31.01
T013721,2025-09-22T03:33:30,V005,74.03,-0.152,lane_change,52.379557,4.908124,30.08
T013722,2025-09-22T03:34:00,V005,52.43,-0.869,normal,52.379617,4.908087,27.22
T013723,2025-09-22T03:34:30,V005,55.11,0.376,normal,52.379549,4.908102,27.42
T013724,2025-09-22T03:35:00,V005,66.05,0.416,normal,52.379597,4.908299,26.98
T013725,2025-09-22T03:35:30,V005,72.36,0.067,normal,52.37972,4.908492,27.14
T013726,2025-09-22T03:36:00,V005,56.87,-0.672,normal,52.379847,4.908778,27.85
T013727,2025-09-22T03:36:30,V005,49.75,1.317,normal,52.37998,4.908961,31.35
T013728,2025-09-22T03:37:00,V005,40.12,0.415,normal,52.380206,4.909096,29.29
T013729,2025-09-22T03:37:30,V005,104.36,2.829,hard_accel,52.38037,4.909251,25.87
T013730,2025-09-22T03:38:00,V005,69.31,-0.483,normal,52.380337,4.909275,25.95
T013731,2025-09-22T03:38:30,V005,68.04,-0.47,normal,52.380385,4.909383,25.8
T013732,2025-09-22T03:39:00,V005,39.18,-0.604,normal,52.38047,4.909458,26.31
T013733,2025-09-22T03:39:30,V005,54.53,-0.218,normal,52.380473,4.909501,27.34
T013734,2025-09-22T03:40:00,V005,63.0,-0.198,normal,52.380465,4.909478,27.54
T013735,2025-09-22T03:40:30,V005,54.67,-0.13,normal,52.38059,4.909526,25.21
T013736,2025-09-22T03:41:00,V005,48.99,0.466,normal,52.380506,4.909583,26.06
T013737,2025-09-22T03:41:30,V005,15.6,-2.131,lane_change,52.380488,4.909608,30.67
T013738,2025-09-22T03:42:00,V005,60.09,0.397,normal,52.38066,4.909783,30.76
T013739,2025-09-22T03:42:30,V005,55.93,0.622,lane_change,52.380668,4.909815,31.49
T013740,2025-09-22T03:43:00,V005,54.9,0.135,normal,52.380741,4.909765,35.26
T013741,2025-09-22T03:43:30,V005,53.8,0.973,normal,52.380855,4.909723,32.59
T013742,2025-09-22T03:44:00,V005,64.34,0.055,normal,52.380995,4.909757,32.37
T013743,2025-09-22T03:44:30,V005,61.93,1.769,hard_accel,52.380992,4.909713,35.78
T013744,2025-09-22T03:45:00,V005,70.59,-0.459,normal,52.38106,4.909793,38.27
T013745,2025-09-22T03:45:30,V005,46.21,-0.395,normal,52.381004,4.909941,40.65
T013746,2025-09-22T03:46:00,V005,66.87,0.151,normal,52.38106,4.909906,33.81
T013747,2025-09-22T03:46:30,V005,30.66,-0.034,normal,52.380986,4.910097,31.86
T013748,2025-09-22T03:47:00,V005,61.63,0.744,normal,52.381013,4.910004,27.58
T013749,2025-09-22T03:47:30,V005,55.75,-0.507,normal,52.381087,4.910092,31.93
T013750,2025-09-22T03:48:00,V005,71.68,-0.636,normal,52.381021,4.909986,33.52
T013751,2025-09-22T03:48:30,V005,53.9,0.149,normal,52.381166,4.910234,33.49
T013752,2025-09-22T03:49:00,V005,66.11,-0.263,normal,52.381141,4.910336,31.35
T013753,2025-09-22T03:49:30,V005,60.6,-0.02,normal,52.381111,4.910525,30.41
T013754,2025-09-22T03:50:00,V005,50.4,0.201,normal,52.38104,4.910684,37.07
T013755,2025-09-22T03:50:30,V005,51.93,0.193,normal,52.381144,4.910985,37.18
T013756,2025-09-22T03:51:00,V005,57.98,-0.256,normal,52.381311,4.911037,35.42
T013757,2025-09-22T03:51:30,V005,73.52,-0.244,normal,52.381334,4.911207,32.0
T013758,2025-09-22T03:52:00,V005,65.52,0.497,normal,52.381234,4.911234,37.59
T013759,2025-09-22T03:52:30,V005,51.98,0.02,normal,52.381167,4.911198,37.63
T013760,2025-09-22T03:53:00,V005,60.49,0.255,normal,52.381183,4.911288,36.68
T013761,2025-09-22T03:53:30,V005,43.49,-0.037,normal,52.381174,4.911516,32.77
T013762,2025-09-22T03:54:00,V005,51.88,-0.113,normal,52.381069,4.911544,30.11
T013763,2025-09-22T03:54:30,V005,59.97,-0.351,normal,52.381144,4.91153,33.78
T013764,2025-09-22T03:55:00,V005,45.75,0.309,normal,52.381155,4.911533,29.11
T013765,2025-09-22T03:55:30,V005,55.46,0.151,normal,52.381277,4.911468,25.42
T013766,2025-09-22T03:56:00,V005,77.35,-0.487,normal,52.381345,4.911486,24.4
T013767,2025-09-22T03:56:30,V005,50.08,0.432,normal,52.381403,4.911429,25.93
T013768,2025-09-22T03:57:00,V005,74.0,-0.765,normal,52.381429,4.911535,26.36
T013769,2025-09-22T03:57:30,V005,49.12,0.537,normal,52.381484,4.911677,24.86
T013770,2025-09-22T03:58:00,V005,37.28,-0.365,normal,52.381684,4.91194,23.26
T013771,2025-09-22T03:58:30,V005,66.57,0.122,normal,52.381538,4.912073,21.47
T013772,2025-09-22T03:59:00,V005,38.26,-0.02,normal,52.381614,4.9121,21.28
T013773,2025-09-22T03:59:30,V005,61.23,-0.506,normal,52.381642,4.912044,18.85
T013774,2025-09-22T04:00:00,V005,50.83,-0.179,normal,52.381609,4.912134,19.74
T013775,2025-09-22T04:00:30,V005,76.69,0.685,normal,52.381718,4.912088,23.63
T013776,2025-09-22T04:01:00,V005,70.98,0.405,normal,52.381718,4.912295,26.98
T013777,2025-09-22T04:01:30,V005,66.7,0.622,normal,52.381631,4.912305,22.28
T013778,2025-09-22T04:02:00,V005,61.41,-0.393,normal,52.381582,4.912541,19.29
T013779,2025-09-22T04:02:30,V005,65.38,-0.353,normal,52.381681,4.912635,20.85
T013780,2025-09-22T04:03:00,V005,74.48,-0.139,normal,52.381751,4.912626,21.42
T013781,2025-09-22T04:03:30,V005,21.35,-2.449,hard_brake,52.38165,4.91274,22.18
T013782,2025-09-22T04:04:00,V005,45.92,-0.424,normal,52.381521,4.912791,26.79
T013783,2025-09-22T04:04:30,V005,61.36,0.012,normal,52.38153,4.912805,33.59
T013784,2025-09-22T04:05:00,V005,60.8,0.176,normal,52.38117,4.913001,36.01
T013785,2025-09-22T04:05:30,V005,79.69,0.561,normal,52.381369,4.913075,31.61
T013786,2025-09-22T04:06:00,V005,68.96,0.05,normal,52.3814,4.913091,31.17
T013787,2025-09-22T04:06:30,V005,48.95,0.197,normal,52.381528,4.913325,35.4
T013788,2025-09-22T04:07:00,V005,57.54,-0.397,normal,52.381659,4.913525,40.79
T013789,2025-09-22T04:07:30,V005,61.59,-0.796,normal,52.38161,4.913484,40.22
T013790,2025-09-22T04:08:00,V005,37.98,0.576,normal,52.381679,4.913508,41.83
T013791,2025-09-22T04:08:30,V005,55.87,0.051,normal,52.381745,4.913506,44.02
T013792,2025-09-22T04:09:00,V005,51.49,0.475,normal,52.38178,4.913917,46.73
T013793,2025-09-22T04:09:30,V005,50.66,-0.195,normal,52.38171,4.913988,50.21
T013794,2025-09-22T04:10:00,V005,44.46,-0.577,normal,52.381837,4.914063,42.42
T013795,2025-09-22T04:10:30,V005,57.0,-0.7,normal,52.381828,4.914075,44.61
T013796,2025-09-22T04:11:00,V005,83.52,-0.435,normal,52.381789,4.914013,44.42
T013797,2025-09-22T04:11:30,V005,42.84,-0.476,normal,52.381933,4.914231,45.08
T013798,2025-09-22T04:12:00,V005,50.57,0.255,normal,52.381926,4.914315,42.3
T013799,2025-09-22T04:12:30,V005,73.29,-0.053,normal,52.381949,4.914556,39.91
T013800,2025-09-22T04:13:00,V005,74.38,0.476,normal,52.382042,4.914615,39.23
T013801,2025-09-22T04:13:30,V005,19.93,-2.937,hard_brake,52.382115,4.914641,41.08
T013802,2025-09-22T04:14:00,V005,54.99,0.686,normal,52.38203,4.914583,36.9
T013803,2025-09-22T04:14:30,V005,64.61,0.316,normal,52.381933,4.914601,37.13
T013804,2025-09-22T04:15:00,V005,64.04,-0.026,normal,52.382019,4.914673,42.14
T013805,2025-09-22T04:15:30,V005,77.01,1.279,hard_accel,52.382082,4.914821,48.82
T013806,2025-09-22T04:16:00,V005,73.0,0.767,normal,52.382112,4.914952,49.17
T013807,2025-09-22T04:16:30,V005,67.92,-0.21,normal,52.382021,4.915053,48.27
T013808,2025-09-22T04:17:00,V005,54.37,0.333,normal,52.382071,4.915111,47.28
T013809,2025-09-22T04:17:30,V005,42.95,0.412,normal,52.382146,4.915273,49.33
T013810,2025-09-22T04:18:00,V005,73.66,0.652,normal,52.381917,4.915407,51.27
T013811,2025-09-22T04:18:30,V005,92.6,-0.451,normal,52.381922,4.915603,50.55
T013812,2025-09-22T04:19:00,V005,53.61,1.221,normal,52.38198,4.915735,48.28
T013813,2025-09-22T04:19:30,V005,78.95,0.915,normal,52.382039,4.916072,44.86
T013814,2025-09-22T04:20:00,V005,62.8,0.274,normal,52.382282,4.91609,44.42
T013815,2025-09-22T04:20:30,V005,63.02,-0.694,lane_change,52.38243,4.916194,48.04
